FID	IID	U1	U2	U3	U4	U5	U6	U7	U8	U9	U10
NA18120	NA18120	0.03032829	0.04418807	0.0003435408	-0.002196549	-0.01147775	0.007414629	0.01067963	-0.002982132	-0.001941487	0.01236812
NA18124	NA18124	0.03074289	0.04554735	-0.002271403	-0.002157061	-0.0153207	0.01467729	0.01101339	0.007176205	-0.0006323352	0.02534023
NA18125	NA18125	0.0306211	0.0459003	-0.005682728	-0.006891639	-0.01561553	0.0006371092	0.01094376	0.00732586	0.004707562	0.01715457
NA18127	NA18127	0.02934656	0.04489014	0.001510178	-0.003135887	-0.01646032	0.0009802132	0.009704841	-0.002916945	-0.0009781317	0.02991206
NA18132	NA18132	0.0297929	0.04567662	-0.001222914	-0.002056289	-0.01800776	0.005095297	0.001009588	0.001807643	-0.00401029	0.02249236
NA18141	NA18141	0.02952516	0.04376116	-0.002188849	-0.006503652	-0.01379548	0.002902535	0.004673549	0.001833984	0.0008513593	0.02175218
NA18143	NA18143	0.03125045	0.04492703	-0.002782663	-0.00704915	-0.01492201	0.002150877	-0.00162167	0.002895884	0.004112887	0.01640755
NA18147	NA18147	0.02903838	0.04536864	-0.0009889845	-0.005903349	-0.01181044	-0.003357492	0.01144252	-0.001964671	-0.001950885	0.01835739
NA18155	NA18155	0.02928874	0.04576086	-0.0001506633	-0.006908181	-0.01954816	0.006077116	0.004241671	0.005126419	-0.000335671	0.01615175
NA18158	NA18158	0.03066609	0.04457488	0.0006534566	-0.008952744	-0.01023324	0.009720261	0.001923808	0.004293482	0.004142125	0.01981943
NA18674	NA18674	0.03008815	0.0456539	0.0007306947	-0.005403895	-0.01192922	0.008919489	0.008987389	0.0007863631	0.005260575	0.01762904
NA17982	NA17982	0.02956636	0.04379835	-0.005216632	-0.0009052774	-0.01388808	-0.004632918	0.01187247	0.0006843423	-0.0008453706	0.01660117
NA17990	NA17990	0.0290235	0.04476041	-0.001680549	0.00034748	-0.01590413	0.001196805	0.009656758	-0.004247895	0.01125672	0.02870289
NA18112	NA18112	0.03009232	0.04711459	-0.00242385	-0.006787132	-0.01239409	0.001494892	0.01159295	0.001007781	-0.001496534	0.01590723
NA18118	NA18118	0.02925441	0.04384706	-0.003594134	-0.005705416	-0.01400171	0.004475136	0.00329779	0.004097686	-0.0002876046	0.015545
NA18151	NA18151	0.02960501	0.04523992	-0.0003324862	-0.004282848	-0.01165442	0.004871815	-0.002704854	0.003115573	0.009080272	0.02164046
NA18153	NA18153	0.03063566	0.04567452	-0.0006605582	-0.004301952	-0.01434931	0.001315722	0.003858596	0.001613233	-0.00322823	0.01870691
NA18702	NA18702	0.03003214	0.04285912	-0.00548809	-0.006189912	-0.01038057	0.006361045	0.006524093	-0.005811307	0.0030693	0.007445526
NA18704	NA18704	0.03002229	0.04581633	0.0007297233	-0.007941599	-0.009611376	0.004103358	0.005754075	-0.006909207	0.002396286	0.0233882
NA17976	NA17976	0.03002255	0.0442494	0.002355586	-0.007937568	-0.01205857	-0.001596453	0.004418156	0.001685082	0.000197659	0.004862002
NA17979	NA17979	0.02956889	0.04578686	-0.003961478	-0.005590909	-0.0128504	0.00669653	0.006796173	-0.005010859	0.005802411	0.01894553
NA18156	NA18156	0.02984252	0.04438885	-0.004834233	-0.005432554	-0.01425566	0.00522079	0.01280595	-0.0009586462	0.00437977	0.01189117
NA18152	NA18152	0.02952996	0.04649509	-0.002902928	-0.006694572	-0.01687918	0.002151877	0.001922723	-0.0059518	-0.004410358	0.007926893
NA18160	NA18160	0.02913293	0.04528173	-0.002268767	-0.005307259	-0.01830221	-0.001758046	0.01130129	0.001340335	0.001977905	0.01589204
NA18682	NA18682	0.02937988	0.04539708	-0.002863785	-0.004096294	-0.01384653	0.006415201	0.003311051	0.007185147	-0.008933837	0.02397135
NA18689	NA18689	0.03078048	0.04626517	-0.003535746	-0.01070911	-0.0123081	0.008545954	0.008489397	-0.001009713	0.004068575	0.01540065
NA18685	NA18685	0.02896535	0.04352788	-0.002896661	-0.004297286	-0.01591936	0.005222711	0.01559171	0.002553094	-0.009194324	0.02995952
NA17962	NA17962	0.02900243	0.04465137	0.0009474105	-0.005614465	-0.01218912	0.0107638	0.003140392	-0.0136162	0.002847741	0.01665791
NA17966	NA17966	0.03015779	0.04523055	0.0005993105	-0.002000722	-0.01469423	-0.001728234	0.01055528	0.002339851	0.001570334	0.02509101
NA17999	NA17999	0.02901916	0.04525275	-0.003141533	-0.004762289	-0.01929049	-0.006555343	0.009254746	0.001028584	0.009035837	0.0376694
NA17968	NA17968	0.02940392	0.0434662	-0.005199441	-0.002015656	-0.00954737	0.002883412	0.007186409	0.004674686	-0.002201771	0.02794467
NA17995	NA17995	0.03019084	0.04410397	0.003482979	-0.007452502	-0.009491634	-0.003810437	-0.009943901	0.0004917563	0.003478224	0.01408513
NA17996	NA17996	0.03005059	0.04602272	-0.001932052	-0.0002264549	-0.0183069	0.01392009	0.004020641	0.006573579	0.004900785	0.02195749
NA18131	NA18131	0.02951323	0.04487428	-0.0007359062	-0.006359958	-0.01201125	0.008753424	0.01012665	0.003016088	-0.006816558	0.01714222
NA18134	NA18134	0.03135139	0.04673699	-0.001183762	-0.006707659	-0.01489663	0.007570259	0.009875158	0.008007846	-0.002656288	0.009366482
NA18157	NA18157	0.03078446	0.04606015	-0.005427989	-0.006669016	-0.01741051	0.0100181	0.008559404	0.002606084	-0.002740447	0.02151682
NA18159	NA18159	0.03045773	0.04594825	-0.003078057	-0.002219895	-0.01651634	0.001581293	0.007073103	0.01017302	-4.803701e-05	0.01766389
NA17972	NA17972	0.02909179	0.04487601	0.001211361	-0.007645477	-0.01377615	0.002521909	0.0004499718	-0.004243811	-0.003054919	0.02117275
NA18133	NA18133	0.02878956	0.0448504	-0.002950616	-0.003629863	-0.01534654	0.0006917864	0.0107712	0.01602896	-4.027275e-05	0.01363917
NA18166	NA18166	0.02978218	0.04642697	0.003409635	-0.004009821	-0.01730662	0.008720305	0.007943171	-0.002149413	-0.001669026	0.02633278
NA18102	NA18102	0.02886988	0.04284827	-0.002418859	-0.001029819	-0.01291901	-0.005467877	0.005534679	0.0002927189	-0.005110162	0.0236353
NA18136	NA18136	0.0298199	0.04549114	-0.001714223	-0.006764728	-0.01505227	0.001759761	0.00752438	0.008485064	-0.001812329	0.02024557
NA18140	NA18140	0.03042883	0.04466207	-0.004014733	-0.003297738	-0.01573674	0.005446757	0.00529558	-0.005243694	0.001854291	0.02291628
NA20847	NA20847	0.01947967	-0.01285828	-0.01518105	0.1047964	0.02992397	0.01258704	0.003022148	-0.0002871409	0.003555524	0.002109291
NA20849	NA20849	0.01995544	-0.01456032	-0.01624441	0.1037407	0.02503125	0.003673081	-0.005941546	-0.00289177	0.002139731	0.001086677
NA20851	NA20851	0.02128282	-0.01291208	-0.01499186	0.1070128	0.0248043	-0.006759316	-0.005129163	-0.006557265	0.003075295	-0.0007391157
NA20853	NA20853	0.02054056	-0.01277087	-0.01735484	0.1068452	0.02923949	0.002131266	-7.043403e-05	0.006674835	-0.001024554	0.001155353
NA20906	NA20906	0.01977818	-0.01013535	-0.0158256	0.08825775	0.02604053	-0.001606676	-0.001208785	-0.01114378	-0.002452684	-0.01203984
NA20866	NA20866	0.02052221	-0.01484353	-0.01330711	0.08207536	0.01777232	-4.127989e-05	0.005263801	0.002829087	0.003631866	0.003586824
NA21104	NA21104	0.02075242	-0.01297643	-0.01441351	0.1089244	0.02594101	0.005665709	-0.000203438	-0.002425345	0.0034185	-0.002075599
NA20907	NA20907	0.02036417	-0.01849061	-0.009256832	0.0800247	0.01641022	0.007552486	0.0009782867	-0.001084661	-0.001585062	-0.001764232
NA20908	NA20908	0.02022178	-0.01247182	-0.01435117	0.08895988	0.0213979	-0.003808192	0.0009521058	-0.0004004429	-0.004307087	0.000476212
NA21086	NA21086	0.02083015	-0.01208961	-0.01375787	0.1042222	0.02029919	-0.006919451	-0.002171593	0.01036038	-0.006714138	0.006028215
NA21101	NA21101	0.01995475	-0.01272606	-0.01207643	0.09898662	0.02311906	0.004184695	0.0001382551	-0.01244424	0.002163517	-0.003133224
NA21106	NA21106	0.0210562	-0.01256242	-0.01855125	0.1076843	0.02737011	0.00724958	-0.005321048	0.0009335626	0.004426193	0.001006824
NA21125	NA21125	0.02072961	-0.01317394	-0.01427063	0.1053569	0.02184509	-0.00391805	0.002165564	-0.001271856	-7.200419e-05	-0.004448335
NA21137	NA21137	0.02069878	-0.01302224	-0.01880063	0.1045487	0.02930299	0.004665625	-0.003428439	-0.003252682	0.01104978	-0.004067496
NA21141	NA21141	0.02020471	-0.01243241	-0.01647966	0.1073182	0.03136563	0.001386081	-0.0001896008	0.002081846	0.008807837	0.008940274
NA21142	NA21142	0.02009035	-0.01380735	-0.01377694	0.1092763	0.02292622	-0.003010207	0.003236756	-0.0002924888	-0.003398836	0.001218128
NA20883	NA20883	0.02015775	-0.01580323	-0.01311371	0.08759647	0.01708164	0.0002075563	0.003865854	0.002473905	0.001367879	-0.00597246
NA20891	NA20891	0.02098291	-0.01765352	-0.008443584	0.08367113	0.01897618	-0.001114247	0.001613263	-0.000203905	0.005655041	-0.004782895
NA20901	NA20901	0.02129963	-0.0147148	-0.01399487	0.08475688	0.02408175	0.0007635376	-1.741441e-05	-0.0007330398	-0.002272654	-0.006261892
NA21090	NA21090	0.01902	-0.01200335	-0.02060727	0.1102025	0.02632052	0.009492843	0.0005881748	-0.007976062	0.00089931	0.0005182317
NA21092	NA21092	0.02049561	-0.01290809	-0.01086343	0.08265097	0.01940912	0.006171527	-0.004865748	-0.000249049	-0.003232022	-0.005182935
NA21094	NA21094	0.01903624	-0.01309909	-0.01669196	0.1083713	0.02684884	-0.008559143	0.00342954	0.009707809	0.006015282	0.0001064984
NA21098	NA21098	0.02118142	-0.01235247	-0.01196948	0.1068402	0.02379203	-0.0009490197	0.002678773	0.007376702	0.007415613	0.0006952597
NA21100	NA21100	0.02074049	-0.01427881	-0.01461472	0.10872	0.0292082	0.006147639	0.01191765	0.008221967	0.001809272	-0.0001438985
NA21105	NA21105	0.02066353	-0.01460207	-0.01313232	0.09686541	0.01970559	-0.002001736	0.003457926	0.00529829	0.001875942	-0.00114066
NA21107	NA21107	0.01880268	-0.015938	-0.0175042	0.1038386	0.02317814	0.004673996	0.002541854	-0.00395225	-0.001426573	0.0006287258
NA21109	NA21109	0.01896893	-0.01417474	-0.01834587	0.1094146	0.02451444	0.005083614	-0.004297366	-0.01518747	0.00863924	-0.0001936984
NA20888	NA20888	0.02114573	-0.01273268	-0.01609652	0.1006868	0.02601605	0.007971382	-0.002245123	-0.006802645	-0.007524334	-0.001739274
NA20892	NA20892	0.01999911	-0.01360943	-0.01287294	0.1072885	0.02802251	-0.006135337	-0.001389604	-0.0009449149	-0.0004953206	-0.007579706
NA20900	NA20900	0.02140428	-0.01707607	-0.01034318	0.08859858	0.02355221	0.0008379048	0.003463776	0.001979852	0.007835247	0.002312246
NA20910	NA20910	0.0205717	-0.01948427	-0.01279808	0.07348735	0.01455289	0.008662444	0.00429312	-0.02329131	0.002561598	0.01770009
NA21088	NA21088	0.02093535	-0.01338233	-0.01317865	0.1014997	0.0227817	0.006974399	-0.006370717	0.008914477	6.186649e-05	0.001287273
NA21089	NA21089	0.02059297	-0.01361127	-0.01648354	0.1046181	0.02614068	-0.004441983	-0.005412339	0.01057011	0.01295839	-0.01485804
NA21102	NA21102	0.01987497	-0.01343525	-0.01646412	0.1029619	0.0260874	0.005859876	0.00308879	0.007915725	-4.420288e-05	-0.001170227
NA20845	NA20845	0.0189023	-0.01524591	-0.009311372	0.0804846	0.01899025	0.003870101	0.004166585	0.008493389	-0.004348139	-0.0006821075
NA20850	NA20850	0.02062197	-0.01834864	-0.006860787	0.07189888	0.01518794	0.001048969	-0.0034143	0.003669619	-0.006017979	-0.003632927
NA20852	NA20852	0.02149861	-0.01654319	-0.01062775	0.08107137	0.01765331	-0.01386151	-0.007227212	-0.001126449	-0.001252348	0.001198302
NA20858	NA20858	0.01971446	-0.02138913	-0.005541413	0.06083972	0.01438194	0.003172277	0.007764281	0.0005332708	-0.004922317	0.005699528
NA20870	NA20870	0.02056776	-0.02145195	-0.008179504	0.06183337	0.009587622	0.00169472	0.01213525	-0.004664039	0.003007238	-0.004752548
NA20889	NA20889	0.02074685	-0.01593904	-0.01549125	0.104256	0.02401608	-0.002270771	-0.005273942	-0.003445178	0.003062407	-0.001965246
NA20897	NA20897	0.02004061	-0.01003118	-0.01797043	0.09359154	0.02906163	-0.001454861	0.003933371	-0.0005838844	0.001007927	-0.00474579
NA20904	NA20904	0.02077689	-0.01982334	-0.005939971	0.06157655	0.01317673	-0.002892796	-0.004045696	-0.005120586	-0.0003312308	-0.001904994
NA20911	NA20911	0.01988824	-0.01137044	-0.01603088	0.09901357	0.02361045	-0.001935189	0.002398147	0.008787204	-0.009011851	-0.008965697
NA21099	NA21099	0.01984113	-0.01444784	-0.01481523	0.1000872	0.02008798	0.009431273	0.008363535	0.001400082	0.007086781	0.0002790196
NA21112	NA21112	0.02027217	-0.01355818	-0.015032	0.1017536	0.02408505	0.0009430445	0.00922485	0.008542133	0.0006267842	0.002907934
NA21116	NA21116	0.0213072	-0.01213331	-0.01128013	0.08463092	0.01993032	-0.002542498	-0.001612942	-0.007345718	0.0133261	0.003377303
NA20862	NA20862	0.02021769	-0.02089233	-0.006895533	0.07054379	0.01518993	-0.004767882	-0.003066182	-0.009763402	-0.003009477	0.003406512
NA21143	NA21143	0.02123601	-0.01237217	-0.01461359	0.1072149	0.02478536	0.004055104	0.001783417	0.01167809	0.00422991	-0.01010637
NA21144	NA21144	0.02023294	-0.01244688	-0.01376821	0.1046726	0.02418934	0.008425179	0.007034209	0.0008267571	-0.01239219	0.004076247
NA20871	NA20871	0.01943438	-0.01206572	-0.01363502	0.1081545	0.02673028	0.008721575	0.004361975	-0.006443056	0.002452794	-0.0004732965
NA20887	NA20887	0.02025947	-0.01498904	-0.01316173	0.08633661	0.01994457	0.00402768	-0.003792055	-0.002112388	-0.00411938	-0.006701674
NA20890	NA20890	0.02009352	-0.01749966	-0.008535989	0.07100025	0.02053053	-0.000435264	0.00182956	-0.009168429	-0.008981499	-0.004190572
NA20898	NA20898	0.02169762	-0.01890879	-0.009487764	0.06990465	0.01641827	0.00114592	0.01283192	0.003068442	0.0007880415	-0.001228408
NA20903	NA20903	0.019493	-0.01604543	-0.01191335	0.085013	0.02340688	0.003646877	0.00451055	-0.0003253144	0.00104302	-0.003307781
NA20909	NA20909	0.0210325	-0.02090371	-0.01149499	0.07194609	0.01154986	0.0009488715	0.001549235	-0.01650099	0.0008478631	0.01027065
NA21113	NA21113	0.02042602	-0.01288235	-0.01879797	0.1082898	0.02428388	0.005863019	0.004689051	-0.005211142	-0.005721959	-0.002445887
NA21115	NA21115	0.02158935	-0.01344375	-0.01756855	0.1045906	0.02639889	0.009608639	-0.006731054	0.0009147262	0.0003802589	0.00357946
NA21118	NA21118	0.01947625	-0.01383369	-0.01602116	0.1046493	0.0261874	0.007799974	0.00837659	-0.007934237	0.00770969	0.009078781
NA21119	NA21119	0.01996348	-0.01309248	-0.01544039	0.1064997	0.0255563	0.0001323942	-0.0009528541	0.004137887	-1.950333e-06	0.002861937
NA21123	NA21123	0.02064583	-0.01425808	-0.01241504	0.1070587	0.02402222	-0.006938675	-0.004020054	-0.007076872	0.009088762	0.001455291
NA21097	NA21097	0.0207723	-0.01528339	-0.01294272	0.0910366	0.02424677	0.008814598	-0.0003938286	-0.004310925	-0.004336593	-0.0003143909
NA20882	NA20882	0.02090938	-0.01702616	-0.01113323	0.08057328	0.01781314	0.003248681	0.004037846	0.007744624	-0.003615448	0.0009010188
NA20894	NA20894	0.02042476	-0.01738609	-0.01218725	0.08572286	0.01639545	0.003012037	0.005133835	3.186536e-06	-0.00168223	-0.0123273
NA20896	NA20896	0.02020361	-0.01386206	-0.01574034	0.1065753	0.02715285	0.005086131	0.005579733	0.0002524508	-0.003551508	0.01041913
NA20902	NA20902	0.02128396	-0.01186302	-0.0114897	0.1116116	0.02614853	-0.0002969408	-0.002187153	0.001252631	0.00731921	0.004274773
NA20895	NA20895	0.02029328	-0.01636317	-0.009461184	0.08235993	0.0165005	0.001767404	0.01081865	0.008054049	-0.002770671	-0.005795741
NA20856	NA20856	0.02014372	-0.01399614	-0.01833235	0.104082	0.02480867	0.002613176	-0.01635383	-0.000854407	-0.004544604	0.006368928
NA20869	NA20869	0.0200767	-0.0148859	-0.01596005	0.1064262	0.02923013	0.007840775	-0.01104603	0.002842799	-0.004456236	-0.01801892
NA20872	NA20872	0.02063346	-0.01944134	-0.009691591	0.06625548	0.0117138	0.003633368	-0.003666042	0.001999951	-0.007979133	-0.004438691
NA20874	NA20874	0.02018946	-0.01524141	-0.01486142	0.08465898	0.01977893	-0.0009929388	0.00381447	-0.005789349	0.003640551	0.01042637
NA20854	NA20854	0.02121272	-0.01768343	-0.01387753	0.07948729	0.01506081	0.01011139	0.002824529	0.002937277	-0.002681665	-0.002438401
NA20879	NA20879	0.02043718	-0.01453177	-0.01136599	0.08302508	0.01772066	0.0007418778	0.002623995	0.0008006012	-6.370765e-06	0.007284233
NA21111	NA21111	0.02144977	-0.01290474	-0.01575182	0.1019	0.0253361	9.668255e-05	5.74651e-05	0.007431381	-0.0001523729	0.003748012
NA20846	NA20846	0.02065155	-0.01694785	-0.01008897	0.08229829	0.01686909	0.0006013806	-0.004963495	-0.01370024	-0.001185444	-0.006987089
NA20899	NA20899	0.02072799	-0.01373874	-0.01537046	0.1057248	0.02610121	0.009932009	-0.004113225	-0.001984417	0.00655675	-0.003450502
NA21108	NA21108	0.01973384	-0.01762817	-0.01113059	0.06789375	0.01327626	-0.002191977	0.01133112	0.007211675	0.006917119	-0.008832328
NA20861	NA20861	0.01991822	-0.01358251	-0.01678783	0.111542	0.0271397	0.001118214	-0.009145331	-0.0006878145	-0.003577395	-0.002597051
NA20873	NA20873	0.02102226	-0.01722771	-0.0095757	0.0725063	0.02053962	0.0051469	-0.0004693959	0.007759694	0.006920173	-0.008399775
NA20884	NA20884	0.02045775	-0.0110181	-0.01780435	0.1088352	0.0256959	-0.004760866	-0.0007294294	-0.003085158	-0.00162579	-0.0001224254
NA21091	NA21091	0.02168118	-0.01385726	-0.01640772	0.1048105	0.02147757	-0.00317102	0.003289705	0.006417243	-0.002781863	0.001693346
NA20875	NA20875	0.02113372	-0.01327841	-0.01563602	0.1072783	0.02846147	0.01401624	-0.003418014	-0.00478298	0.004034865	-0.002260401
NA20876	NA20876	0.02103388	-0.01350654	-0.01537473	0.1023591	0.02736759	0.005888236	0.006695701	-0.001030519	-0.003059383	-0.002357439
NA20877	NA20877	0.01961954	-0.01469372	-0.02040619	0.1106801	0.02774555	-0.005061108	0.001550633	0.006847699	-0.001614039	0.003354115
NA21103	NA21103	0.02007611	-0.01284132	-0.02070628	0.1098175	0.02886603	0.0004187771	0.008304606	0.003359925	0.002500445	-0.004008427
NA20885	NA20885	0.0209079	-0.01832647	-0.01068988	0.07843831	0.01316287	0.0006767102	0.005288803	0.00232629	-0.008864672	-0.01129275
NA21117	NA21117	0.02072316	-0.01412681	-0.0139556	0.1028768	0.02758768	-0.001113565	0.007320093	0.003142726	0.00475346	-0.009328836
NA20859	NA20859	0.01978243	-0.01297872	-0.01772142	0.1051684	0.02448248	-0.001508018	0.003965051	-0.0168182	0.004189537	0.007070696
NA20881	NA20881	0.0198693	-0.02055306	-0.009704566	0.07073223	0.01614417	-0.01087673	0.004668048	0.001854938	-0.01128998	0.001119789
NA18946	NA18946	0.03078705	0.04584215	-0.002104907	-0.009763733	-0.009865078	-0.006078822	-0.0100255	-0.0007212797	0.001543435	-0.02180219
NA18979	NA18979	0.03042013	0.04450777	0.001283247	-0.006729528	-0.01268822	-0.008860911	-0.004235779	0.0005591376	0.003040186	-0.02666112
NA19058	NA19058	0.0296318	0.0453202	0.002029696	-0.004811179	-0.007811593	0.003218715	-0.01303941	-0.008700294	-0.001324287	-0.04088334
NA18993	NA18993	0.02923506	0.04475042	-0.0003857122	-0.01078185	-0.007037449	-0.008828469	-0.01675867	-0.005957477	0.001437911	-0.02987321
NA19060	NA19060	0.02956909	0.04385369	0.0009208137	-0.005973568	-0.002588377	-0.007155747	-0.01568692	-0.004261839	0.004037657	-0.03848941
NA19062	NA19062	0.02890108	0.04520693	-7.558674e-05	-0.006147442	-0.005836003	-0.006883031	0.001284717	0.003021222	-0.003162761	-0.02494447
NA18955	NA18955	0.03050821	0.04399401	0.0004132756	-0.001697895	-0.009816416	-0.0007103586	-0.01159565	-0.002735325	-0.002774244	-0.02902368
NA18962	NA18962	0.03029144	0.04483903	0.001181297	-0.005755318	-0.005919839	-0.01425511	-0.001975169	0.0005493805	-0.00294319	-0.03614835
NA18977	NA18977	0.03002169	0.0441932	0.001422336	-0.008496172	-0.009140883	-0.002681224	-0.007565914	0.0007427347	0.002705638	-0.02645745
NA18954	NA18954	0.03038904	0.04483706	0.0010759	-0.009188822	-0.01288532	-0.008850125	-0.005698727	-0.001818515	0.002542106	-0.02452565
NA19066	NA19066	0.03017652	0.04428627	-0.002041363	-0.008592325	-0.004510972	-0.006018245	-0.007750239	0.001582439	-0.000516398	-0.04069473
NA19010	NA19010	0.02990999	0.04514691	-0.0008026746	-0.006093696	-0.007644905	-0.005276706	-0.01702595	-0.003717546	0.001451959	-0.03299526
NA19054	NA19054	0.03025233	0.04449922	-0.0007971959	-0.007970563	-0.005466165	-0.0119802	-0.0172145	0.005084625	-0.001219083	-0.03480502
NA19064	NA19064	0.03038483	0.04612699	0.0015654	-0.003639867	-0.008177863	-0.00798715	-0.006279612	-0.003942521	0.005017745	-0.02779485
NA19072	NA19072	0.03042119	0.04417152	0.001946769	-0.00531739	-0.005555673	-0.01542885	-0.01495789	-0.003608694	0.003772458	-0.02145086
NA19075	NA19075	0.03042784	0.04403558	0.0018295	-0.004486775	-0.005980365	-0.01130996	-0.006098493	-0.002762656	-0.00970433	-0.02806093
NA19065	NA19065	0.03017688	0.04441775	-0.0009992758	-0.008334209	-0.007563616	-0.001996012	-0.009054314	-0.004225101	0.001328791	-0.03243096
NA19074	NA19074	0.02898371	0.04512101	0.001187932	-0.00629674	-0.006603171	-0.003211141	-0.01883309	-0.0002145738	0.0002083554	-0.02329329
NA19076	NA19076	0.03019891	0.04352812	-0.003674281	-0.005951223	-0.007368717	-0.009745914	-0.01180975	-0.00393484	-0.001651935	-0.03722979
NA19063	NA19063	0.03026694	0.04521994	0.0002198912	-0.004492856	-0.009697499	-0.005592178	-0.006882822	-0.004660914	-0.007274611	-0.03761525
NA19002	NA19002	0.02957607	0.04356157	-0.0005505675	-0.001456384	-0.0113434	-0.006720316	-0.01826465	-0.001647964	-0.002657164	-0.01618353
NA19067	NA19067	0.02904654	0.04636593	-0.005632994	-0.004802054	-0.0131197	-0.009531546	-0.01511936	-0.01029162	0.0002285342	-0.02592343
NA19057	NA19057	0.03000646	0.04348357	0.001024047	-0.003942602	-0.01276315	-0.002850337	-0.01553289	0.003009681	-0.0002716774	-0.03188336
NA19068	NA19068	0.03091839	0.0451799	0.002773764	-0.00702156	-0.00486335	-0.006981723	-0.01268607	-0.0003841242	0.001861369	-0.03584559
NA19059	NA19059	0.03120254	0.04360898	0.003025368	-0.002143918	-0.007009563	-0.007260695	-0.02105181	-0.005930931	0.00783115	-0.02944632
NA19070	NA19070	0.02977904	0.04373427	-0.002970164	-0.005680291	-0.0056246	-0.006344462	-0.008700761	-0.0122711	0.0007394823	-0.04553366
NA19077	NA19077	0.02962801	0.04525305	0.0008915686	-0.0124917	-0.009730994	-0.01029442	-0.01433321	0.003599359	0.0005198554	-0.02651273
NA19078	NA19078	0.0290889	0.04487277	0.001931226	-0.004014479	-0.01088905	-0.01676743	-0.01874418	-0.002992849	-0.01264072	-0.0385318
NA19079	NA19079	0.02971908	0.04494005	-0.001760549	-0.007365385	-0.003416446	-0.007956628	-0.01024922	-0.003793059	0.001301839	-0.03487579
NA19080	NA19080	0.02955	0.04515499	0.002264777	-0.003879142	-0.009582714	0.0005073815	-0.01850568	0.002014872	0.005531705	-0.02742511
NA19081	NA19081	0.02976133	0.04404828	0.003564549	-0.002616086	-0.006088702	-0.002786442	-0.01843638	0.006500863	0.0006459643	-0.0356161
NA19083	NA19083	0.02922237	0.04446414	0.0001957532	-0.004980278	-0.006209269	-0.01590744	-0.01146217	0.0001247513	0.002238539	-0.02746263
NA19085	NA19085	0.03019471	0.04440426	0.002115442	-0.002387068	-0.00141004	-0.008343323	-0.003240221	-0.006469733	0.0004597642	-0.03344756
NA19084	NA19084	0.02989365	0.04422788	-0.002549512	-0.0100802	-0.00155841	-0.007698891	-0.01266875	0.008605364	0.004994878	-0.02973914
NA19086	NA19086	0.03052135	0.0464329	-5.940379e-05	-0.00802089	-0.01096408	-0.00202039	-0.01991439	-0.01034541	-0.001362998	-0.03706354
NA18939	NA18939	0.02979143	0.04471006	-0.001217109	-0.005438568	-0.008580482	-0.009889787	-0.0118045	0.005387199	-0.007817836	-0.03696185
NA19088	NA19088	0.03027682	0.04482262	-0.0005445452	-0.003642188	-0.01302452	-0.004468475	-0.01083129	-0.0002145629	0.004890337	-0.0348673
NA19087	NA19087	0.03113129	0.04431219	0.00174637	-0.007710343	-0.006703187	-0.00382628	-0.0111865	-0.002608056	-0.001334007	-0.02029185
NA19055	NA19055	0.02972236	0.04616993	-0.002793869	-0.006815222	-0.005834411	-0.006458478	-0.009838654	-0.00109831	-0.01392	-0.02200805
NA18957	NA18957	0.02953943	0.04426625	-0.001750037	-0.005280367	-0.008442766	-0.01756032	-0.00587736	-0.007632089	-0.00663866	-0.03456544
NA18963	NA18963	0.03009177	0.04582263	-0.0002439934	-0.004857417	-0.01414045	-0.007062016	-0.008989855	-0.009731288	0.001436338	-0.02914565
NA19001	NA19001	0.02956724	0.04432691	0.0008759742	-0.006553911	-0.008272673	-0.002626784	-0.009692125	-0.004203473	-0.004799995	-0.03211951
NA19009	NA19009	0.03045978	0.04526299	-0.00181934	-0.005039623	-0.006816047	0.001994047	-0.01409173	0.003412748	0.003210717	-0.03383353
NA19056	NA19056	0.03064977	0.04537107	-0.002966335	-0.008506357	-0.009826715	-0.01133948	-0.01306533	0.0004199802	0.0001220063	-0.04123316
NA18942	NA18942	0.0292422	0.04508025	0.0005154965	-0.004599584	-0.008164884	-0.009215164	-0.009504324	-0.007398017	-0.0004195785	-0.03654523
NA18949	NA18949	0.03075168	0.04337137	-0.000947955	-0.009130244	-0.006765214	-0.007152345	-0.01591058	0.003402532	0.0003997161	-0.03751521
NA18970	NA18970	0.02989972	0.04497873	0.002383291	-0.006903761	-0.008763981	0.003672467	-0.01272816	-0.003976563	0.003581084	-0.0277945
NA18945	NA18945	0.0301691	0.04365376	0.0001353838	-0.007129196	-0.003976306	-0.005923142	-0.01648781	-0.008563371	0.002180525	-0.0372191
NA18940	NA18940	0.02961281	0.04306519	-0.002559791	-0.006066636	-0.004365427	-0.003390448	-0.00817654	-0.002445473	-0.0006634515	-0.04722487
NA18964	NA18964	0.02960837	0.0444965	-0.0001013971	-0.007415283	-0.007249821	-0.01748418	-0.01355494	-0.01257102	-0.003341916	-0.04134858
NA18953	NA18953	0.03055036	0.04450827	0.0006482327	-0.007433625	-0.005078447	-0.001631689	-0.01218347	-0.002342697	-0.004916792	-0.03136963
NA18961	NA18961	0.0300167	0.04469796	-0.001765013	-0.005486099	-0.005216049	-0.009817545	-0.01106916	-0.01292524	-5.989699e-05	-0.03338691
NA18972	NA18972	0.029562	0.04418214	0.002942546	-0.006388043	-0.006987022	0.003777472	-0.01365142	-0.007457676	0.003964	-0.02726327
